Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,New_Price
BMW 3 Series 320d Prestige,2014,70000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,"$21,195.65 ",
Maruti Swift Dzire LDI,2016,39000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,"$7,004.83 ",
Maruti Swift Dzire VDI,2013,84175,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,"$8,393.72 ",
Renault Scala RxL,2013,45000,Petrol,Manual,First,16.95 kmpl,1498 CC,97.6 bhp,5,"$2,898.55 ",
Chevrolet Cruze LTZ AT,2013,59302,Diesel,Automatic,First,14.39 kmpl,1998 CC,163.7 bhp,5,"$6,340.58 ",
Maruti Swift Dzire ZXi,2012,55002,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,"$5,132.85 ",
Tata Indigo CS LX (TDI) BS III,2008,128813,Diesel,Manual,First,19.09 kmpl,1396 CC,69 bhp,5,"$1,811.59 ",
Hyundai Grand i10 CRDi Sportz,2016,46522,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,"$5,434.78 ",
Tata Indica Vista Quadrajet LS,2014,180000,Diesel,Manual,First,22.3 kmpl,1248 CC,74 bhp,5,"$3,019.32 ",
Ford Fiesta 1.4 TDCi EXI,2006,89326,Diesel,Manual,Third,17.8 kmpl,1399 CC,68 bhp,5,"$1,871.98 ",
Renault Duster 85PS Diesel RxE,2016,54000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,"$7,850.24 ","$13,611.11 "
BMW 5 Series 520d Sedan,2012,95000,Diesel,Automatic,Second,18.48 kmpl,,,,"$21,739.13 ",
Hyundai Grand i10 CRDi SportZ Edition,2015,66337,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,"$5,990.34 ",
Honda Brio S MT,2012,60000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,"$3,925.12 ",
Audi A4 1.8 TFSI,2010,38001,Petrol,Automatic,First,12.3 kmpl,1781 CC,163.2 bhp,5,"$10,265.70 ",
Maruti Alto 800 2016-2019 LXI,2014,73000,Petrol,Manual,Second,24.7 kmpl,796 CC,47.3 bhp,5,"$3,321.26 ",
Hyundai Verna Transform SX VTVT,2011,61000,Petrol,Manual,Second,16.2 kmpl,1599 CC,103.2 bhp,5,"$4,106.28 ",
Maruti Ertiga ZDI,2013,120000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,"$8,454.11 ",
Chevrolet Optra Magnum 1.6 LT ABS BS3,2012,71787,Petrol,Manual,First,12.9 kmpl,1598 CC,102.5 bhp,5,"$3,876.81 ",
Hyundai Creta 1.6 CRDi SX Option,2016,11554,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,"$17,210.14 ",
Volkswagen Vento 1.5 TDI Highline,2014,90000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5,"$7,850.24 ",
Honda City i VTEC SV,2014,48104,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,"$6,630.43 ",
Hyundai Getz GLS ABS,2005,91000,Petrol,Manual,Third,16.8 kmpl,1341 CC,83 bhp,5,$966.18 ,
Hyundai Santro Xing XG eRLX Euro III,2007,58815,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,"$2,403.38 ",
Hyundai Grand i10 AT Asta,2015,33931,Petrol,Automatic,Second,18.9 kmpl,1197 CC,82 bhp,5,"$7,137.68 ",
Hyundai Grand i10 1.2 Kappa Sportz Option,2019,13916,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,"$7,777.78 ",
Maruti Wagon R LXI CNG,2012,90400,CNG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,"$3,502.42 ",
Hyundai Grand i10 Sportz,2015,14000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,"$5,555.56 ",
Maruti Swift VDI BSIV,2007,121000,Diesel,Manual,Second,17.8 kmpl,1248 CC,null bhp,5,"$2,838.16 ",
Hyundai i20 Asta 1.2,2016,17560,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,"$8,707.73 ",
Renault Duster 85PS Diesel RxL,2016,60000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,"$9,661.84 ",
Maruti Swift Dzire VDi,2009,88096,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,"$4,227.05 ",
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,178280,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,"$7,125.60 ",
Tata Nano Twist XT,2015,19963,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4,"$2,101.45 ",
Ford Figo 2015-2019 1.2P Sports Edition MT,2019,1000,Petrol,Manual,First,18.12 kmpl,1196 CC,86.8 bhp,5,"$8,212.56 ",
Hyundai i20 1.2 Asta Option,2017,8000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,"$9,057.97 ",
Honda BRV i-VTEC V MT,2016,9200,Petrol,Manual,First,15.4 kmpl,1497 CC,117.3 bhp,7,"$9,661.84 ","$16,400.97 "
Honda Amaze S Diesel,2015,29000,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5,"$7,234.30 ","$10,978.26 "
Hyundai Creta 1.6 CRDi SX,2017,27000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,"$15,579.71 ",
Maruti Baleno Zeta 1.2,2018,22900,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,"$8,454.11 ",
Audi Q5 2.0 TDI Technology,2014,50000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,"$42,270.53 ",
Honda Amaze S i-DTEC,2015,60207,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,"$6,642.51 ",
BMW X5 3.0d,2010,101119,Diesel,Automatic,First,11.0 kmpl,2993 CC,235 bhp,5,"$22,294.69 ",
Ford Figo Petrol Titanium,2010,42000,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5,"$2,898.55 ",
Maruti Wagon R VXI,2002,93000,Petrol,Manual,Third,18.9 kmpl,998 CC,67.1 bhp,5,"$1,207.73 ",
Hyundai i10 Era,2012,60000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,"$3,200.48 ",
Skoda Rapid 1.5 TDI AT Elegance,2015,66122,Diesel,Automatic,First,21.66 kmpl,1498 CC,103.52 bhp,5,"$7,198.07 ",
Porsche Panamera Diesel,2015,25100,Diesel,Automatic,First,17.85 kmpl,2967 CC,300 bhp,4,"$90,579.71 ",
Mercedes-Benz CLA 200 Sport Edition,2017,24733,Petrol,Automatic,First,15.04 kmpl,1991 CC,183 bhp,5,"$32,789.86 ",
Audi A6 2.8 FSI,2008,41000,Petrol,Automatic,Second,10.4 kmpl,2773 CC,201 bhp,5,"$12,681.16 ",
Maruti Ciaz ZXi Plus,2015,30000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,"$8,091.79 ",
Ford Ecosport 1.5 DV5 MT Titanium,2013,36000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,"$5,917.87 ",
Mahindra Bolero mHAWK D70 ZLX,2017,40279,Diesel,Manual,First,16.5 kmpl,1493 CC,70 bhp,7,"$9,661.84 ",
Maruti Alto K10 VXI,2018,46805,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,"$4,384.06 ","$4,939.61 "
Maruti Swift Dzire 1.2 Vxi BSIV,2015,60000,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,5,"$5,797.10 ",
Tata Zest Revotron 1.2T XE,2017,100000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,"$5,132.85 ","$8,248.79 "
Maruti Swift 1.3 VXi,2014,32986,Petrol,Manual,First,16.1 kmpl,,,,"$5,120.77 ",
Ford Endeavour 3.2 Trend AT 4X4,2018,51530,Diesel,Automatic,First,10.91 kmpl,3198 CC,197.2 bhp,7,"$36,557.97 ",
Mercedes-Benz New C-Class C 220 CDI CLASSIC,2013,81456,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,5,"$17,210.14 ",
Hyundai i10 Sportz AT,2012,37229,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,"$4,118.36 ",
Honda City 1.5 S MT,2009,73200,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,"$3,357.49 ",
Skoda Octavia Elegance 2.0 TDI AT,2015,71826,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5,"$18,719.81 ",
Tata Indica V2 eLS,2017,129000,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,5,"$3,623.19 ",
Maruti Wagon R VXi BSII,2012,82000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,"$2,777.78 ",
Hyundai Creta 1.6 CRDi SX,2017,40459,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,"$16,038.65 ",
Maruti A-Star Lxi,2009,61964,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,"$2,717.39 ",
Maruti Wagon R LXI,2011,15466,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,"$4,057.97 ","$6,086.96 "
Honda Mobilio E i VTEC,2014,23000,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7,"$5,132.85 ",
Hyundai i10 Magna,2012,43766,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,"$5,193.24 ",
Skoda Superb 3.6 V6 FSI,2010,54000,Petrol,Automatic,First,0.0 kmpl,3597 CC,262.6 bhp,5,"$7,246.38 ",
Hyundai i20 1.4 Sportz,2018,18521,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,"$11,086.96 ",
Maruti Celerio ZXI Optional,2017,26400,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,"$6,026.57 ",
Skoda Laura 1.8 TSI Ambiente,2011,31900,Petrol,Manual,First,13.4 kmpl,1798 CC,157.8 bhp,5,"$4,528.99 ",
Ford Figo Diesel LXI,2010,39000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,"$3,019.32 ",
Honda Jazz 1.5 VX i DTEC,2016,45671,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,"$8,695.65 ",
Mercedes-Benz E-Class 2015-2017 E250 Edition E,2016,39500,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5,"$35,628.02 ",
Mercedes-Benz GLA Class 200 CDI SPORT,2015,54000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,"$21,195.65 ",
Volvo S60 D3,2012,20000,Diesel,Automatic,First,18.5 kmpl,1985 CC,163 bhp,5,"$14,492.75 ",
Audi A8 L 3.0 TDI quattro,2009,55000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5,"$16,304.35 ",
Hyundai Verna 1.6 SX CRDI (O) AT,2014,48000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,5,"$6,159.42 ",
BMW 3 Series 320d,2011,70000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,"$12,439.61 ","$52,910.63 "
Hyundai Verna 1.6 SX,2014,62000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,"$6,884.06 ",
Maruti Wagon R VXI,2014,41994,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,"$4,118.36 ","$6,183.57 "
Ford Figo Diesel EXI,2010,108882,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5,"$2,898.55 ",
Mahindra KUV 100 mFALCON G80 K2,2017,24806,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6,"$6,763.29 ",
Tata Indigo LS,2006,160000,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,"$1,207.73 ",
Mahindra TUV 300 T8 AMT,2017,30000,Diesel,Automatic,First,18.49 kmpl,1493 CC,100 bhp,7,"$9,903.38 ",
Audi Q3 35 TDI Quattro Premium Plus,2015,51000,Diesel,Automatic,First,15.17 kmpl,1968 CC,181 bhp,5,"$33,212.56 ","$58,743.96 "
Maruti Wagon R VXI 1.2,2015,64876,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,5,"$4,227.05 ","$6,896.14 "
Maruti Celerio CNG VXI MT,2016,70536,CNG,Manual,First,31.79 km/kg,998 CC,58.33 bhp,5,"$5,531.40 ","$7,089.37 "
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,25299,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,"$12,487.92 ","$15,169.08 "
Mahindra Scorpio DX 2.6 Turbo 8 Str,2006,89869,Diesel,Manual,First,12.7 kmpl,2609 CC,116.6 bhp,8,"$3,925.12 ",
Hyundai Tucson CRDi,2007,103515,Diesel,Manual,Third,12.6 kmpl,1991 CC,112 bhp,7,"$6,038.65 ",
Hyundai Santro Xing GLS,2008,68282,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,"$2,717.39 ",
Porsche Panamera Diesel 250hp,2014,60033,Diesel,Automatic,First,18.18 kmpl,2967 CC,250 bhp,4,"$62,222.22 ",
Maruti Vitara Brezza VDi Option,2018,51921,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,"$10,410.63 ",
Maruti Swift Dzire VDI,2017,18414,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,"$8,756.04 ",
Honda Amaze V Petrol,2016,40866,Petrol,Manual,First,19.5 kmpl,1199 CC,86.76 bhp,5,"$6,606.28 ","$9,855.07 "
Jaguar XF 2.2 Litre Luxury,2014,55001,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5,"$37,439.61 ",
Mini Cooper Convertible S,2017,20469,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4,"$43,454.11 ","$53,478.26 "
Hyundai EON Era Plus,2017,8500,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,"$4,130.43 ",
Audi A6 3.0 TDI quattro,2008,45000,Diesel,Automatic,Second,16.77 kmpl,2967 CC,241.38 bhp,5,"$13,888.89 ",
Hyundai i20 Active 1.2 SX Dual Tone,2016,6000,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,"$8,756.04 ",
Maruti Swift AMT DDiS VDI,2018,11000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,"$9,661.84 ",
Ford Ecosport 1.5 DV5 MT Titanium,2015,80064,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,"$8,852.66 ",
Maruti Wagon R VXI BS IV with ABS,2016,29930,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,"$4,045.89 ",
Volkswagen Vento 1.5 TDI Highline,2013,49105,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5,"$5,314.01 ",
Toyota Etios VX,2012,55000,Petrol,Manual,First,17.6 kmpl,1496 CC,88.7 bhp,5,"$3,611.11 ",
Honda Jazz 1.2 SV i VTEC,2015,23000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,"$6,763.29 ",
Volkswagen CrossPolo 1.5 TDI,2016,54727,Diesel,Manual,First,20.14 kmpl,1498 CC,88.73 bhp,5,"$8,007.25 ",
Volkswagen Ameo 1.5 TDI Highline,2018,31426,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5,"$9,541.06 ","$11,739.13 "
Honda City V MT Exclusive,2015,53442,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,"$8,454.11 ",
Honda Brio VX AT,2014,28000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,"$5,978.26 ",
Skoda Rapid 1.6 MPI AT Style,2017,13412,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5,"$11,099.03 ",
Hyundai Verna CRDi,2011,70000,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5,"$6,159.42 ",
Hyundai i20 Active S Diesel,2015,81310,Diesel,Manual,First,21.19 kmpl,1396 CC,88.76 bhp,5,"$7,125.60 ",
Maruti Baleno Alpha CVT,2019,13574,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,"$11,485.51 ","$12,439.61 "
Honda CR-V 2.4L 4WD MT,2008,75000,Petrol,Manual,Second,11.1 kmpl,2354 CC,158.8 bhp,5,"$4,710.14 ",
Maruti Swift Dzire VXI,2014,58310,Petrol,Manual,Second,19.1 kmpl,1197 CC,85.8 bhp,5,"$6,509.66 ",
Maruti Swift Dzire VDi,2009,90000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,"$3,623.19 ",
Maruti Swift Dzire ZDI,2012,83000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,"$5,193.24 ",
Maruti Swift Dzire ZXI,2017,37282,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5,"$8,152.17 ",
Hyundai Grand i10 Sportz,2017,23000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,"$5,434.78 ",
Ford Fiesta 1.4 ZXi TDCi ABS,2010,82000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5,"$3,321.26 ",
Hyundai Verna 1.6 CRDi S,2016,31000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5,"$10,869.57 ",
Maruti Wagon R Vx,2001,200000,Petrol,Manual,First,12.0 kmpl,,,,$845.41 ,
Ford Figo Diesel EXI,2014,45001,Diesel,Manual,Second,20.0 kmpl,1399 CC,68.05 bhp,5,"$3,079.71 ",
Tata Manza Aqua Quadrajet BS IV,2014,50446,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5,"$4,275.36 ",
Honda Civic 2006-2010 1.8 S MT,2009,89000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5,"$5,132.85 ",
Maruti Alto LX BSIII,2007,72000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,"$1,449.28 ",
BMW 5 Series 520d Luxury Line,2013,90000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,"$23,550.72 ","$76,944.44 "
Mahindra XUV500 W8 2WD,2015,76000,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7,"$14,492.75 ",
Maruti Ritz VDi,2012,78401,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,"$4,710.14 ",
Maruti Vitara Brezza ZDi Plus,2017,38426,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,"$11,026.57 ","$13,429.95 "
Maruti Eeco 7 Seater Standard,2011,45000,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,"$2,717.39 ","$5,664.25 "
Maruti Swift Dzire 1.2 Vxi BSIV,2012,83000,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,5,"$3,925.12 ",
Hyundai Creta 1.6 CRDi AT SX Plus,2017,50170,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,"$17,862.32 ",
Maruti Wagon R LXI,2010,37822,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,"$2,838.16 ","$6,086.96 "
Maruti Celerio ZDi,2015,33517,Diesel,Manual,First,27.62 kmpl,793 CC,47 bhp,5,"$3,743.96 ",
Hyundai Santa Fe 2WD AT,2014,110000,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7,"$15,579.71 ",
Hyundai EON D Lite Plus Option,2017,60000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,"$3,019.32 ",
Hyundai i20 Sportz 1.2,2013,92408,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5,"$4,408.21 ",
Hyundai Verna 1.6 SX VTVT (O),2014,45000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,"$9,057.97 ",
Honda Brio S Option MT,2013,33793,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,5,"$4,516.91 ",
Maruti Swift VXI Optional,2017,26327,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,"$7,077.29 ",
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,20604,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,"$47,850.24 ",
Maruti Swift VDI Optional,2018,61386,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,"$8,514.49 ",
Maruti Swift AMT VDI,2018,11500,Diesel,Automatic,First,28.4 kmpl,1248 CC,74 bhp,5,"$9,057.97 ",
Chevrolet Beat Diesel LS,2012,58000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,"$2,536.23 ",
Skoda Superb Elegance 1.8 TSI AT,2014,38000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,"$14,009.66 ",
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2012,49000,Diesel,Automatic,Second,14.84 kmpl,2143 CC,167.62 bhp,5,"$23,248.79 ",
Toyota Innova Crysta 2.4 VX MT 8S,2017,72202,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8,"$21,642.51 ","$28,997.58 "
Hyundai i10 Sportz,2016,7000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,"$4,347.83 ",
Honda Amaze S i-DTEC,2014,20000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,"$5,434.78 ",
Hyundai i20 Magna 1.4 CRDi (Diesel),2017,14061,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5,"$8,937.20 ",
Mercedes-Benz GLE 350d,2018,30706,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,"$71,606.28 ","$114,891.30 "
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2011,51387,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,7,"$6,642.51 ",
Hyundai Getz GLE,2006,44000,Petrol,Manual,Second,15.3 kmpl,1341 CC,83 bhp,5,"$2,113.53 ",
Maruti Baleno Alpha,2016,12208,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,"$8,152.17 ","$10,603.86 "
Chevrolet Optra Magnum 2.0 LT,2011,55000,Diesel,Manual,First,16.52 kmpl,1991 CC,123.7 bhp,5,"$4,770.53 ",
Hyundai Verna 1.6 SX VTVT (O),2011,61600,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,"$5,072.46 ",
Honda City 1.5 V MT,2016,28414,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,"$10,144.93 ",
Volkswagen Polo GT TSI,2017,27853,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,"$9,963.77 ","$13,599.03 "
Honda Brio E MT,2013,55116,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,"$3,997.58 ",
Maruti Swift Dzire VDI,2017,26000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,"$9,057.97 ",
Honda City 1.5 V MT Exclusive,2012,45496,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,"$5,736.72 ",
Mahindra Ssangyong Rexton RX7,2013,76000,Diesel,Automatic,Second,11.18 kmpl,2696 CC,184 bhp,7,"$10,615.94 ",
Skoda Superb Elegance 1.8 TSI MT,2014,136000,Petrol,Manual,First,13.1 kmpl,1798 CC,157.75 bhp,5,"$11,473.43 ",
Hyundai Santro GLS II - Euro II,2009,100000,Petrol,Manual,First,0.0 kmpl,,,,"$1,932.37 ",
Maruti Alto LXi,2010,38127,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,"$1,871.98 ",
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2014,82450,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,"$7,065.22 ",
Ford Ecosport 1.5 Ti VCT MT Trend,2014,62497,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5,"$9,082.13 ",
Nissan Micra Diesel XV,2011,86732,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,"$4,347.83 ",
Honda Brio E MT,2016,27969,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,"$5,712.56 ",
Mahindra Ssangyong Rexton RX7,2013,66372,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7,"$12,681.16 ",
BMW 7 Series 730Ld Sedan,2013,73525,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5,"$41,714.98 ",
Hyundai Grand i10 1.2 Kappa Sportz,2018,20689,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,"$7,330.92 ","$8,067.63 "
Maruti Baleno Delta 1.2,2018,25093,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,"$9,371.98 ",
Mahindra Xylo E8 ABS BS IV,2016,49176,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,8,"$9,009.66 ",
Renault Fluence Diesel E4,2012,87510,Diesel,Manual,First,21.8 kmpl,1461 CC,78 bhp,5,"$4,214.98 ",
Hyundai i20 1.2 Magna,2012,38214,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5,"$4,891.30 ",
Mitsubishi Pajero 2.8 SFX,2013,48986,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6,"$14,347.83 ",
Toyota Corolla Altis 2008-2013 1.8 VL AT,2011,88000,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5,"$7,789.86 ",
BMW X5 X5 M,2015,69002,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,5,"$60,386.47 ",
BMW 3 Series 2005-2011 325i Sedan,2011,43706,Petrol,Automatic,First,10.9 kmpl,2497 CC,215 bhp,5,"$10,869.57 ",
Hyundai Creta 1.6 CRDi AT SX Plus,2016,58671,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,"$17,210.14 ",
Mahindra TUV 300 2015-2019 T8,2017,49404,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,"$8,888.89 ",
Mahindra Scorpio VLX 2.2 mHawk BSIII,2010,72000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,"$5,314.01 ",
Renault KWID RXT,2016,24000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,"$3,743.96 ",
Renault KWID 1.0 RXT Optional AMT,2017,53285,Petrol,Automatic,First,22.5 kmpl,999 CC,67 bhp,5,"$5,169.08 ","$6,545.89 "
Maruti Swift VXi BSIV,2017,12000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5,"$6,642.51 ",
Skoda Laura 1.9 TDI AT Ambiente,2012,45000,Diesel,Automatic,First,17.0 kmpl,1896 CC,105 bhp,5,"$8,442.03 ",
Maruti Alto 800 2016-2019 VXI,2018,26234,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,"$5,181.16 ",
Maruti Swift VXI,2014,55000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,"$5,072.46 ",
Hyundai i20 1.4 CRDi Sportz,2012,90000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,"$4,963.77 ",
